"reference","instanceType","uuid:ID","name","id","description","label"
"None set","BiomedicalConceptSurrogate","6e02beb9-e97a-4bfd-b13d-f17cfa60864a","HbA1c","BiomedicalConceptSurrogate_1","HbA1c","HbA1c"
