"label","name","uuid:ID","id","reference","instanceType","description"
"HbA1c","HbA1c","12850630-9c95-4e4f-afbf-2ffaf0392d88","BiomedicalConceptSurrogate_1","None set","BiomedicalConceptSurrogate","HbA1c"
