"uuid:ID","instanceType","id"
"a1cf450d-bc71-4787-b13b-75e53f80f6be","StudyCell","StudyCell_1"
"77ad8f2c-e5d8-4f48-b19c-9cdb4d0e922a","StudyCell","StudyCell_2"
"5fe0a618-ad33-4b51-8ec2-bb86b9ca9af7","StudyCell","StudyCell_3"
"8617a29d-5082-4aaf-9c95-40ecde056f45","StudyCell","StudyCell_4"
"f6432ac4-07f7-4e6b-84d9-21762fcf3902","StudyCell","StudyCell_5"
"9302665f-5145-469c-86d3-45f684751d2c","StudyCell","StudyCell_6"
"83ce344d-bb88-4122-ac43-d78dcff2a9c4","StudyCell","StudyCell_7"
"3f29c723-8a1c-46b7-a3a5-ff0651987260","StudyCell","StudyCell_8"
"8dc401ca-fa90-4bd8-b6db-defe447653f9","StudyCell","StudyCell_9"
"92821d73-b0c4-4954-9628-4bae1ecf7f01","StudyCell","StudyCell_10"
"5de29ecd-d360-4c90-9b07-a4b692990ab4","StudyCell","StudyCell_11"
"56045ee2-412e-484e-94b7-32607046beda","StudyCell","StudyCell_12"
"97a98c36-747e-4494-8da7-a85970fd20d9","StudyCell","StudyCell_13"
"c5416285-9d13-4794-8bab-f4e4cebd94ea","StudyCell","StudyCell_14"
"ac6564ab-07ec-4b4e-871d-2bc28cea6ef8","StudyCell","StudyCell_15"
