"id","uuid:ID","instanceType"
"StudyCell_1","22fdefc3-4599-4a62-8435-c6d07393cb43","StudyCell"
"StudyCell_2","e91a538d-817b-4ae8-8c54-16e536ee857a","StudyCell"
"StudyCell_3","699643d8-c412-4b62-b73c-6791389bebdf","StudyCell"
"StudyCell_4","965acd02-69c4-4137-beaa-91c78364f26d","StudyCell"
"StudyCell_5","7d91081c-badf-47cf-be1c-554879a481b8","StudyCell"
"StudyCell_6","a92b9691-4284-438c-ab8f-8374cd80b64c","StudyCell"
"StudyCell_7","39c773fc-1b3b-434a-8353-3487b3ca8b75","StudyCell"
"StudyCell_8","14918a50-669c-4d19-8c18-561738ef8c33","StudyCell"
"StudyCell_9","4b770777-3de2-420b-94a1-1f482d3c1bb7","StudyCell"
"StudyCell_10","4c045b45-8461-41b4-8a6f-1c18574f03ac","StudyCell"
"StudyCell_11","0e326c2f-11cf-4b54-a576-5529338b7271","StudyCell"
"StudyCell_12","719bdf23-eb9f-46a8-b299-5c9881aee122","StudyCell"
"StudyCell_13","ac905d21-10ec-41b8-b28e-48377b5b9bc5","StudyCell"
"StudyCell_14","5334576a-06a2-4cef-ae98-84e3e8cafd27","StudyCell"
"StudyCell_15","9cf6ba69-6d29-4df8-b487-1fd663510f70","StudyCell"
