"isApproximate","id","maxValue","minValue","uuid:ID","instanceType"
"False","Range_2","300.0","300.0","c6b17800-ff1f-4f32-80d9-8d059f06bbc4","Range"
"False","Range_1","300.0","300.0","07d80e18-3cbc-47c2-b199-aedb73cc4972","Range"
"False","Range_3","100.0","50.0","30c1c4f5-a7bc-4ef3-a729-0197a7c34434","Range"
