"uuid:ID","isApproximate","instanceType","minValue","id","maxValue"
"3425140e-3631-4d32-9090-5da6070efd04","False","Range","300.0","Range_2","300.0"
"cf684c1c-1756-40fa-aff3-399da18dc970","False","Range","300.0","Range_1","300.0"
"623c4a74-47e6-435f-b902-ee142fd54af1","False","Range","50.0","Range_3","100.0"
