"instanceType","name","id","uuid:ID"
"Study","Study_CDISC PILOT - LZZT","ab2c32e6-b75b-43ed-b36e-ce4f441e19cc","ab2c32e6-b75b-43ed-b36e-ce4f441e19cc"
