"isApproximate","uuid:ID","instanceType","maxValue","minValue","id"
"False","e43bded1-8dea-4caa-9959-5b608a889a21","Range","300.0","300.0","Range_2"
"False","dba4447f-5e99-4dfa-824c-037ba9247d2c","Range","300.0","300.0","Range_1"
"False","e38fa26e-9430-4ee0-b8b4-9b321849f03b","Range","100.0","50.0","Range_3"
