"maxValue","instanceType","id","isApproximate","minValue","uuid:ID"
"300.0","Range","Range_2","False","300.0","5262e03a-146c-41be-a165-ab101235cbc2"
"300.0","Range","Range_1","False","300.0","353f3739-9c34-4c3a-bc8a-dcf80c13abe9"
"100.0","Range","Range_3","False","50.0","7d2ce9cc-687f-46b3-86de-4ced128bcf00"
