"minValue","maxValue","id","isApproximate","uuid:ID","instanceType"
"300.0","300.0","Range_2","False","a67dd63e-f8fc-45b7-b244-1fedf13b0940","Range"
"300.0","300.0","Range_1","False","e674534e-2ddf-47fd-b24f-d73e72ab0829","Range"
"50.0","100.0","Range_3","False","601ea0db-c834-4664-aa51-23dd7fd7d010","Range"
