"instanceType","name","id","uuid:ID"
"Study","Study_CDISC PILOT - LZZT","c69a3354-cb3f-4e3a-a670-5fb5835a7ea7","c69a3354-cb3f-4e3a-a670-5fb5835a7ea7"
