"minValue","isApproximate","uuid:ID","instanceType","maxValue","id"
"300.0","False","0d6fbe7e-0338-4888-8f5d-faa8130cd9eb","Range","300.0","Range_2"
"300.0","False","9b97f5e2-f17f-45ee-8988-df8d679dbeff","Range","300.0","Range_1"
"50.0","False","2c68f335-806a-4245-bcec-982fef3aa5c5","Range","100.0","Range_3"
