"id","uuid:ID","instanceType","value"
"Quantity_1","80dc3cb1-12d5-4f9d-a57e-655307808d35","Quantity","0.0"
"Quantity_4","49ead0aa-095e-4e06-877e-6cdba34ca7de","Quantity","1.0"
"Quantity_2","7f128ac7-558e-4704-8903-5b35c7f913de","Quantity","1.0"
"Quantity_3","1d6b8b73-eaa1-4582-8205-f214808f5ede","Quantity","3.0"
"Quantity_7","28739094-56a9-4daf-8ce6-9f5cc283b6e6","Quantity","1.0"
"Quantity_5","23a92228-e336-447f-8221-d4d51ca284ee","Quantity","1.0"
"Quantity_6","1789fc41-d529-4f3f-8233-3e789f1bab6c","Quantity","1.0"
