"id","uuid:ID","instanceType","studyIdentifier"
"StudyIdentifier_1","40e941f5-86b1-46de-8600-8f062de7b8c4","StudyIdentifier","I8R-JE-IGBJ"
"StudyIdentifier_2","17bf7cfc-ea7f-4dad-be3c-9b152ab9af60","StudyIdentifier","NCT03421379"
