"uuid:ID","isApproximate","instanceType","id","minValue","maxValue"
"1d22c8d5-b3e9-441a-b9f9-3972fef4e698","False","Range","Range_2","300.0","300.0"
"3af7e4db-25c1-4d55-9f5e-6f1ff60ca6f6","False","Range","Range_1","300.0","300.0"
"b4fd2721-cb4e-4951-a7ba-0d000e8bd5d3","False","Range","Range_3","50.0","100.0"
