"name","description","instanceType","label","uuid:ID","id"
"EL1","Screening Element","StudyElement","Screening","d659b190-fe72-433c-8344-ea144137d7f4","StudyElement_1"
"EL2","Placebo TTS (adhesive patches)","StudyElement","Placebo","9021afe6-c692-4b0d-8fe4-df3aa5ddac83","StudyElement_2"
"EL7","Follow Up Element","StudyElement","Follow up","bc81385d-0b63-447b-8455-5c8263b111a2","StudyElement_7"
"EL3","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg","StudyElement","Low","2059d7c3-b9e2-415a-85f7-4e4bded08103","StudyElement_3"
"EL4","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg","StudyElement","High - Start","3ad18a8b-e9b6-475a-b722-33e837f12f58","StudyElement_4"
"EL5","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg + 25 cm2, 27 mg","StudyElement","High - Middle","220078dc-815b-418b-acd2-c337de427243","StudyElement_5"
"EL6","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg","StudyElement","High - End","416cb31e-e991-4c79-a5d8-c4d2d06e3eac","StudyElement_6"
