"minValue","isApproximate","instanceType","uuid:ID","maxValue","id"
"300.0","False","Range","4cff7d59-2f95-4047-b6ea-899760f0ac4e","300.0","Range_2"
"300.0","False","Range","34328c83-7139-465f-a7ef-ca2dc2e9f4ac","300.0","Range_1"
"50.0","False","Range","dff9e6fd-06d4-44aa-b6c7-5bbba19109f4","100.0","Range_3"
