"uuid:ID","instanceType","id"
"cac4363c-818b-45e6-815c-3f63b8092724","StudyCell","StudyCell_1"
"48696bbb-619d-47ea-8156-c3a7d034c51d","StudyCell","StudyCell_2"
"e67eaac3-3dd6-47b5-9f33-794552476051","StudyCell","StudyCell_3"
"db2924f4-1935-4ec5-bc7c-a3418e0fb58e","StudyCell","StudyCell_4"
"55248e8f-f84c-4e38-99e8-121b36b4b562","StudyCell","StudyCell_5"
"1e19052a-d714-426b-8f68-366b2514cccb","StudyCell","StudyCell_6"
"8c0ff2d0-f054-4659-8dbe-06c26ebd8a26","StudyCell","StudyCell_7"
"cdc4289d-974b-4dcc-b223-e71622039516","StudyCell","StudyCell_8"
"ef5f49e4-5702-4a8b-845f-8990e34fa1a4","StudyCell","StudyCell_9"
"d303df35-0edf-470c-b140-2acb002589a2","StudyCell","StudyCell_10"
"66647ab8-6e44-42c6-8956-8670d1101d23","StudyCell","StudyCell_11"
"c7fd4cf6-78bd-46da-871e-71e449c43e4f","StudyCell","StudyCell_12"
"ddffa7ed-598d-43e8-9e9f-f9816655283c","StudyCell","StudyCell_13"
"ed20b713-f69a-448d-ae13-c3e31eed5f8b","StudyCell","StudyCell_14"
"f9d80fdd-9235-40fd-bed2-0c2ef387ec4d","StudyCell","StudyCell_15"
