"minValue","isApproximate","uuid:ID","maxValue","instanceType","id"
"300.0","False","a628c717-a8da-487c-b244-6cf720652f9c","300.0","Range","Range_2"
"300.0","False","c0ac378d-5f6d-4648-a9e0-2371ae9bea65","300.0","Range","Range_1"
"50.0","False","a3302d8c-c907-4bef-808c-69b944b95326","100.0","Range","Range_3"
