"uuid:ID","instanceType","label","id","name","datatype","isEnabled","isRequired"
"0b344679-4722-49dd-bae8-48defd75a400","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_152","LBTESTCD","","True","True"
"4142c828-e420-4d13-b563-4300388a9126","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_153","LBORRES","float","True","True"
"c43cee9d-c840-40e8-a383-bc5130ca65da","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_154","LBORRESU","","True","True"
"952f1bb2-fdec-436e-a0d1-1a16a753ecad","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_155","LBSPEC","","True","True"
"4d924d88-1b83-46f3-b3da-cc5cc85f5c17","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_156","LBFAST","","True","True"
"fef731b5-8438-49bc-bcd6-53a03d9a8357","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_157","LBTESTCD","","True","True"
"6022337f-1b9e-4351-913c-c0ad054c9bd2","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_158","LBORRES","float","True","True"
"cc0e6470-45be-4329-8c06-f543a32a3889","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_159","LBORRESU","","True","True"
"6508a44d-4d05-484f-8798-946a8443352b","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_160","LBSPEC","","True","True"
"71470ee5-c332-4820-9b3c-6e1d94b99e3a","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_161","LBFAST","","True","True"
"76a40237-aad4-4e82-b8cc-30f0f6e9992e","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_162","LBTESTCD","","True","True"
"e2547a74-b081-434e-8d4b-4c8f45c6282c","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_163","LBORRES","float","True","True"
"761520d2-5646-4f7e-8b20-ad256a65c63d","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_164","LBORRESU","","True","True"
"b5b322ad-0951-4152-abf4-9d51a639c9ad","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_165","LBSPEC","","True","True"
"5597c087-c015-40cd-82bd-53b0f60b02c8","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_166","LBFAST","","True","True"
"b01a0445-74f9-48db-a2cd-4fba5512b8a4","BiomedicalConceptProperty","AETERM","BiomedicalConceptProperty_1","AETERM","text","True","True"
"144f9b42-ba1a-4d5d-883b-6066ef576b14","BiomedicalConceptProperty","AEDECOD","BiomedicalConceptProperty_2","AEDECOD","text","True","True"
"2484c762-9e22-471d-a6f0-f76239b3abb4","BiomedicalConceptProperty","AEPRESP","BiomedicalConceptProperty_3","AEPRESP","text","True","True"
"5d7cde0c-3e04-40c2-a913-31e67f7bda78","BiomedicalConceptProperty","AELOC","BiomedicalConceptProperty_4","AELOC","text","True","True"
"c47aae5e-3b41-4514-9ebc-d7be8c26125f","BiomedicalConceptProperty","AESEV","BiomedicalConceptProperty_5","AESEV","text","True","True"
"a8e92556-a952-467b-b00c-0bb8543644e2","BiomedicalConceptProperty","AESER","BiomedicalConceptProperty_6","AESER","text","True","True"
"4d87c098-4c8c-4476-ab12-37334e718f4e","BiomedicalConceptProperty","AEACN","BiomedicalConceptProperty_7","AEACN","text","True","True"
"fc7fb956-d196-4079-967b-d88ff4b0c229","BiomedicalConceptProperty","AEACNOTH","BiomedicalConceptProperty_8","AEACNOTH","text","True","True"
"c967cf9d-2a6e-40fd-aa9e-8bd08feab189","BiomedicalConceptProperty","AEREL","BiomedicalConceptProperty_9","AEREL","text","True","True"
"af4477f0-817c-44a5-88a0-6b61e14f1421","BiomedicalConceptProperty","AERELNST","BiomedicalConceptProperty_10","AERELNST","text","True","True"
"9863561e-3c9b-4c6c-9a4e-a33ff0c34864","BiomedicalConceptProperty","AEPATT","BiomedicalConceptProperty_11","AEPATT","text","True","True"
"9ca567ad-b2ea-41e2-803a-2f02db27b239","BiomedicalConceptProperty","AEOUT","BiomedicalConceptProperty_12","AEOUT","text","True","True"
"2f9e44e6-fcba-4888-9184-b30723ab8361","BiomedicalConceptProperty","AESCAN","BiomedicalConceptProperty_13","AESCAN","text","True","True"
"8884b9ee-3cff-4795-a8d6-a6e9f0749a73","BiomedicalConceptProperty","AESCONG","BiomedicalConceptProperty_14","AESCONG","text","True","True"
"20a29dd5-98bf-4fb6-aad5-c7fdf4412804","BiomedicalConceptProperty","AESDISAB","BiomedicalConceptProperty_15","AESDISAB","text","True","True"
"9065a2b5-fec9-45d0-b3bb-f19a8be654e4","BiomedicalConceptProperty","AESDTH","BiomedicalConceptProperty_16","AESDTH","text","True","True"
"6db560f2-567e-4023-b31d-f8c14d73e9fa","BiomedicalConceptProperty","AESHOSP","BiomedicalConceptProperty_17","AESHOSP","text","True","True"
"3848b75a-e87a-4960-841d-8780cd5d47a7","BiomedicalConceptProperty","AESLIFE","BiomedicalConceptProperty_18","AESLIFE","text","True","True"
"cdf50726-8201-4f2b-bf5a-089d15b421d1","BiomedicalConceptProperty","AESOD","BiomedicalConceptProperty_19","AESOD","text","True","True"
"37e5554e-c0ab-4e24-9c6f-f4964128ab34","BiomedicalConceptProperty","AESMIE","BiomedicalConceptProperty_20","AESMIE","text","True","True"
"951f39b4-68cf-4268-9cad-b7c2a2c54c5b","BiomedicalConceptProperty","AECONTRT","BiomedicalConceptProperty_21","AECONTRT","text","True","True"
"bbe395b3-bb42-4707-9c45-5a924b4d3831","BiomedicalConceptProperty","AESTDTC","BiomedicalConceptProperty_22","AESTDTC","datetime","True","True"
"17029d2c-c662-467a-bc07-192872d4fa29","BiomedicalConceptProperty","AEENDTC","BiomedicalConceptProperty_23","AEENDTC","datetime","True","True"
"72702cdc-6d93-4535-af0b-a0d7f897472a","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_24","VSTESTCD","","True","True"
"13c5355e-a48b-4feb-a05a-fb3961dfadc9","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_25","VSORRES","integer","True","True"
"92afaf73-d7bd-441f-9745-f10c047adbdd","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_26","VSORRESU","","True","True"
"bdd65a41-3430-4851-be91-4f504e4d177b","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_27","VSPOS","","True","True"
"24f55403-d8a0-4eec-95b0-506d09b1a687","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_28","VSLOC","","True","True"
"e5c8b9f8-02cc-4828-b343-807d86a87299","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_29","VSLAT","","True","True"
"947380c4-eb0c-4624-94d8-e3d506708334","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_30","VSTESTCD","","True","True"
"5a6dff32-231c-4a00-b4b7-47af597d0420","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_31","VSORRES","integer","True","True"
"30c9c35c-041c-4554-99f3-fdfaed3d050c","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_32","VSORRESU","","True","True"
"1a0f4ecc-db3f-4398-a62a-a2d5d66c72b9","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_33","VSPOS","","True","True"
"864e700d-b04d-4de9-8fd7-2f520632872e","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_34","VSLOC","","True","True"
"ee3e8988-575f-4b89-999c-2f3e446e18f8","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_35","VSLAT","","True","True"
"f4051c8b-21b2-4bb7-bc41-c35df93cfebe","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_36","VSTESTCD","","True","True"
"e2a0bfa9-66e7-429c-8835-9b787008bf20","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_37","VSORRES","float","True","True"
"423f2dac-c174-4f13-add2-cdf198f2b151","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_38","VSORRESU","","True","True"
"33bcb1f7-ba12-4b9b-8d84-0c16a406c9db","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_39","VSLOC","","True","True"
"ee0c3c0a-ab43-4e77-b2e0-a07140ef19c0","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_40","VSTESTCD","","True","True"
"a90a8133-1af0-481e-b35d-ec4daf95ce4f","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_41","VSORRES","float","True","True"
"4d032ed1-1c7e-4683-9d1f-507b88920de4","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_42","VSORRESU","","True","True"
"62c4b188-2cfa-4d77-9338-b6589c14067f","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_43","VSTESTCD","","True","True"
"a51d154e-a4b0-4d83-99d1-2a6a137c8960","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_44","VSORRES","float","True","True"
"1888edd6-48da-47e2-bb95-773cd7653473","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_45","VSORRESU","","True","True"
"61099bf6-bcb8-47e0-af80-f076a5e783d9","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_46","LBTESTCD","","True","True"
"d7e84554-687d-4120-8b11-ae807ba3ab87","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_47","LBORRES","float","True","True"
"feb0b000-dad2-40bd-892f-a6595135b18e","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_48","LBORRESU","","True","True"
"8a683d06-7b7d-4957-bae2-6c6276dfc06c","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_49","LBSPEC","","True","True"
"22adf6b6-b438-48c4-9260-8666c8d15e59","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_50","LBFAST","","True","True"
"98677b77-06fd-4ee9-87b1-7bff29052597","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_51","LBTESTCD","","True","True"
"7348e93e-c54e-46ee-9712-05bc6cf18899","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_52","LBORRES","text","True","True"
"19ed6bf9-93d7-4a58-b322-32e97cef44bf","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_53","LBSPEC","","True","True"
"b61f0e37-9aa4-415f-8b5a-488531673f56","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_54","LBFAST","","True","True"
"f2f3c522-9901-4e93-87e7-de9d75b97e9c","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_55","LBTESTCD","","True","True"
"6b7bc12e-2974-470d-9ba7-9d328b6d8d68","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_56","LBORRES","float","True","True"
"2eedea13-e8bd-4072-b3e9-aa621f3c7b2c","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_57","LBORRESU","","True","True"
"e5ed848d-d0a3-4924-ba14-5a57646c39e8","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_58","LBSPEC","","True","True"
"74cfd87d-f7c9-426d-b515-60bd7321e23b","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_59","LBFAST","","True","True"
"af721d1d-9472-46b8-a967-95d5a8e2f19d","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_60","LBTESTCD","","True","True"
"0e3e56fc-cdda-45f0-96fb-5993009c9ef6","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_61","LBORRES","float","True","True"
"ba1b092d-0c17-4d84-9981-f5bfe0b43d8d","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_62","LBORRESU","","True","True"
"5c2e0596-bb9e-45a3-b827-5ca4ea534432","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_63","LBSPEC","","True","True"
"18f2114a-4660-4987-8c23-fbce784d45f7","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_64","LBFAST","","True","True"
"69684f48-af73-4931-b283-b1bbcd2a7fe6","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_65","LBTESTCD","","True","True"
"4dcf0555-814e-400d-92d1-e25c0411c41e","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_66","LBORRES","float","True","True"
"0a9e3589-9424-4f03-b340-975ae7845ca2","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_67","LBORRESU","","True","True"
"36aa6ef5-1853-47ea-bc05-082da82299ff","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_68","LBSPEC","","True","True"
"45928926-27a2-45ff-94ff-d7288c7452f2","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_69","LBFAST","","True","True"
"f77fb7ff-c8d4-41d1-92bf-e4898f0ed654","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_70","LBTESTCD","","True","True"
"47099b6c-5a40-41ca-83a6-e56bb52da05f","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_71","LBORRES","float","True","True"
"bbd40901-2496-43f9-b388-48c169cc9fb8","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_72","LBORRESU","","True","True"
"caf1886e-8e9c-441d-bcac-d9c22bec91cc","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_73","LBSPEC","","True","True"
"7e6934d9-25c0-45c6-b0bb-c076f3e672aa","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_74","LBFAST","","True","True"
"b52208ce-8640-4b2e-b4a2-07f3effef58b","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_75","LBTESTCD","","True","True"
"a07d3922-8f3e-45ce-a739-b4c6189edcf0","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_76","LBORRES","float","True","True"
"2af9ccb0-4731-41ee-a670-5293fb5f0055","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_77","LBORRESU","","True","True"
"6045ddae-0c92-4609-8503-16f7aa300eef","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_78","LBSPEC","","True","True"
"d79867ff-f645-4e98-a8c3-88890e7be94d","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_79","LBFAST","","True","True"
"f7dada11-efd0-4aab-90ba-87905b356e34","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_80","VSTESTCD","","True","True"
"f39a733b-9739-4abe-98d0-4bd153394427","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_81","VSORRES","integer","True","True"
"238fadb5-ba24-418b-b332-2ba9dd658322","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_82","VSORRESU","","True","True"
"18986db3-43da-41f8-84f8-fde05675c777","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_83","VSPOS","","True","True"
"22aef666-5a47-4491-abdf-51c0d02aa577","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_84","VSLOC","","True","True"
"7b9f4f5d-78f6-480f-bd42-97fe420e6477","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_85","VSLAT","","True","True"
"a1f1ea09-62b1-4828-be01-ed48d161ea2e","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_86","VSTESTCD","","True","True"
"4b4c8271-c672-4626-b5de-3d9ed415b495","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_87","VSORRES","integer","True","True"
"4d6bc866-8bb2-4c9d-acf2-7f5b5b051bed","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_88","VSORRESU","","True","True"
"92ff1384-03c6-4937-95a2-73fcbe3c05cf","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_89","VSPOS","","True","True"
"698aac9e-957b-41bf-a1ef-f1ddb3f15b61","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_90","VSLOC","","True","True"
"d9142e63-2671-4437-a8e8-d1d85327291b","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_91","VSLAT","","True","True"
"f34e3f03-b069-49b3-ac81-25c10b73e1d4","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_92","VSTESTCD","","True","True"
"4ae523fa-c70a-4c00-9968-3f985a8b2cc9","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_93","VSORRES","integer","True","True"
"c18c58a9-f6e2-4cb9-9d1c-dcf4b0f2d4d8","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_94","VSORRESU","","True","True"
"2ba0492a-032f-4f6b-8a9b-5b6566060870","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_95","VSPOS","","True","True"
"57c9b5ea-5616-4fc7-8993-ac028b8f78a8","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_96","VSLOC","","True","True"
"cc784a8a-42f8-4fee-84c5-c9b3db126dbe","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_97","VSLAT","","True","True"
"72a17f4b-843b-4776-a780-74c85d59ca51","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_98","VSTESTCD","","True","True"
"2cf12cb3-76b8-4a13-a0b7-b60ec7ba969e","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_99","VSORRES","integer","True","True"
"4909d5a9-47e7-4a28-90f5-28e1f78648d7","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_100","VSORRESU","","True","True"
"27d17047-f66d-44e7-80b6-f09ed041bffe","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_101","VSPOS","","True","True"
"5436b0d5-2e25-452d-93ac-976aefcb2d34","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_102","VSLOC","","True","True"
"c32caa88-9694-4d1f-b8fc-98a8f425c761","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_103","VSLAT","","True","True"
"35fab8d6-96d0-4d1d-baa3-613eeb9587d0","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_104","VSTESTCD","","True","True"
"39c91896-b8c0-44c9-9ee7-5118055cfc34","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_105","VSORRES","integer","True","True"
"ae982f29-b81a-4c25-a3d1-ebc5e4e55f8c","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_106","VSORRESU","","True","True"
"a8e3d50c-ea2e-40ab-9559-22829387d950","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_107","VSPOS","","True","True"
"f7c71bed-6691-4c09-a14e-5fe7e692c84c","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_108","VSLOC","","True","True"
"e8c37537-5d76-4393-a79b-f32fd74ce4bc","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_109","VSLAT","","True","True"
"051ec38b-2caa-4fb6-91d5-070b113265d4","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_110","VSTESTCD","","True","True"
"aef18454-1447-4dff-b4d6-6f4ffe2b272d","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_111","VSORRES","integer","True","True"
"5a2179bb-3a50-4b94-b0e5-ce9658964ddf","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_112","VSORRESU","","True","True"
"ac01bf7e-ddd6-4c56-b9ed-46048a3d7862","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_113","VSPOS","","True","True"
"4b29ee03-dd0b-42e1-9a50-87d666f764e2","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_114","VSLOC","","True","True"
"f1a48e86-2d36-44b3-9ffb-2831fb329920","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_115","VSLAT","","True","True"
