"uuid:ID","maxValue","instanceType","isApproximate","id","minValue"
"40b5a925-2f9e-401d-8f99-9d98ba90c25f","300.0","Range","False","Range_2","300.0"
"33a4b801-26f8-4287-bd5e-e0563ca8055c","300.0","Range","False","Range_1","300.0"
"e227c82b-1a7d-4765-bbff-7e45d027e023","100.0","Range","False","Range_3","50.0"
