"uuid:ID","instanceType","description","label","id","name"
"44b63753-f1e2-4376-8de4-8a3ab71db2c2","SyntaxTemplateDictionary","Dictionary for IE","IE Dictionary","SyntaxTemplateDictionary_1","IE_Dict"
"d2cbf4fb-4bae-4870-88eb-d0cebcbf765d","SyntaxTemplateDictionary","Dictionary for Study Assessments","Assessment Dictionary","SyntaxTemplateDictionary_2","AS_Dict"
