"uuid:ID","otherReason","id","instanceType"
"01e8e8b2-2458-4a11-95b8-b2d9095cd988","","StudyAmendmentReason_1","StudyAmendmentReason"
"d0be148c-b83e-4e60-8daa-86a60e125e4c","Fix typographical errors","StudyAmendmentReason_2","StudyAmendmentReason"
