"id","uuid:ID","instanceType"
"StudyCell_1","19913242-c6e8-42c2-b27a-3382dcb24411","StudyCell"
"StudyCell_2","b741602a-926a-496b-abc3-ebb9d32c311d","StudyCell"
"StudyCell_3","b181be20-dce0-4a5a-a382-bcd7a39c2d6e","StudyCell"
"StudyCell_4","4fb657ca-9a77-46f2-b5a6-a74378905e30","StudyCell"
"StudyCell_5","f60725a6-150a-4372-898f-d97805670aa6","StudyCell"
"StudyCell_6","6669745e-ae5b-473d-9d7b-dc8c37c70a82","StudyCell"
"StudyCell_7","918c03d2-d2c9-4329-b771-2e9f8f511d73","StudyCell"
"StudyCell_8","ad9c098c-30cc-49c5-9d4c-78201ba18991","StudyCell"
"StudyCell_9","fcb24727-a7d1-4cc6-8bd5-1c5fc0b0cd29","StudyCell"
"StudyCell_10","35b3a780-5c93-4ffa-bac8-36846193a49d","StudyCell"
"StudyCell_11","47af869a-61e5-43ba-b408-c7dabf678a11","StudyCell"
"StudyCell_12","032fcc65-e371-4bb0-a935-796db8ec81d3","StudyCell"
"StudyCell_13","1d3f4d8b-89b8-4afd-9a1f-6287c5be003c","StudyCell"
"StudyCell_14","b90776b0-b08b-429b-b46e-94193e10fe03","StudyCell"
"StudyCell_15","9f5869bd-7c5a-4a58-8a67-5156475c5ce5","StudyCell"
