"uuid:ID","id","instanceType"
"0855f1fa-f59c-4d59-b926-351bb6834221","StudyCell_1","StudyCell"
"77436f1c-1919-4279-9cad-8a1ea2b5c052","StudyCell_2","StudyCell"
"98fcf5cf-5bc6-4e08-9317-bd18a5ed0704","StudyCell_3","StudyCell"
"900f31a8-a4f8-4bd1-988e-772920daccf9","StudyCell_4","StudyCell"
"22ec5d59-977f-4a9a-8a48-2c040da73578","StudyCell_5","StudyCell"
"b1950288-c8fe-4a06-9c73-03fa234d454b","StudyCell_6","StudyCell"
"bec960b7-2b29-4d11-977f-dfc962b8c096","StudyCell_7","StudyCell"
"96b36dec-120a-4894-92e8-94ee55f007dc","StudyCell_8","StudyCell"
"35d8a4ef-8081-4093-a70b-ee4dad1d40eb","StudyCell_9","StudyCell"
"7d524c2e-ce8f-4863-9fa4-14595a6e9351","StudyCell_10","StudyCell"
"d93322dd-8b96-4507-a99e-cdad23d2a252","StudyCell_11","StudyCell"
"2b0942f8-082b-46de-8ac3-bb927579eaf6","StudyCell_12","StudyCell"
"a83905a3-9b96-4c60-a179-6cf5affbce23","StudyCell_13","StudyCell"
"55d7c727-f4d4-4069-9b87-63ac048aeba0","StudyCell_14","StudyCell"
"b7a72093-2899-4c73-97fc-3745df9d06ba","StudyCell_15","StudyCell"
