"uuid:ID","isApproximate","minValue","maxValue","id","instanceType"
"7fb2c0a2-7d81-4138-bc40-e5bdce773dd3","False","300.0","300.0","Range_2","Range"
"bbd6dd22-95b0-44af-b4fd-3fe1fb1d4fe9","False","300.0","300.0","Range_1","Range"
"12bae40f-c2da-43de-8cd4-32f16746586e","False","50.0","100.0","Range_3","Range"
