"uuid:ID","label","name","description","id","instanceType"
"9bb522bf-73ae-4d44-8b39-15ba10c63175","IE Dictionary","IE_Dict","Dictionary for IE","SyntaxTemplateDictionary_1","SyntaxTemplateDictionary"
"72d78eed-a8b5-4b0f-a775-2a28a2f47b12","Assessment Dictionary","AS_Dict","Dictionary for Study Assessments","SyntaxTemplateDictionary_2","SyntaxTemplateDictionary"
