"dateValue","id","description","label","name","instanceType","uuid:ID"
"2017-12-05","GovernanceDate_1","Protocol document approval date","Protocol Approval","Protocol Approval","GovernanceDate","361a146b-09c9-4463-9473-b22c5305ad8a"
