"instanceType","value","id","uuid:ID"
"Quantity","0.0","Quantity_1","0cbfba50-5b24-47de-9958-d9c0c9fcfbdf"
"Quantity","1.0","Quantity_4","f7058278-652a-44ad-bbdf-b82445b4dc3b"
"Quantity","1.0","Quantity_2","23f0ff4e-c2d5-4e98-aa19-740cd7f7c793"
"Quantity","3.0","Quantity_3","3eade630-0976-45ac-90aa-14ffa659a2ea"
"Quantity","1.0","Quantity_7","0779baba-a9b8-4059-a672-1c9fac9e2162"
"Quantity","1.0","Quantity_5","bcab5a79-6d72-4b4c-8c0e-ee80e7d997ce"
"Quantity","1.0","Quantity_6","3c6d5361-bf98-433f-96df-6297e70969db"
