"reasonDurationWillVary","id","description","durationWillVary","instanceType","uuid:ID"
"","AdministrationDuration_1","","False","AdministrationDuration","6f9fd7ed-3e84-44f5-8817-2d645b6399d2"
"","AdministrationDuration_2","","False","AdministrationDuration","999eb69d-fec6-40f8-9e6e-1ad395f664f0"
