"name","label","uuid:ID","id","instanceType","description"
"IE_Dict","IE Dictionary","7bf8d546-548b-401f-b5fb-f80f6c890842","SyntaxTemplateDictionary_1","SyntaxTemplateDictionary","Dictionary for IE"
"AS_Dict","Assessment Dictionary","ecf217dc-8853-4ea5-8920-b58e5bcd3048","SyntaxTemplateDictionary_2","SyntaxTemplateDictionary","Dictionary for Study Assessments"
