"maxValue","minValue","uuid:ID","isApproximate","id","instanceType"
"300.0","300.0","d8432a72-6143-46c0-98c0-670c6e2c371f","False","Range_2","Range"
"300.0","300.0","25f94140-1b12-4a2a-a412-cc304bfc06bd","False","Range_1","Range"
"100.0","50.0","3c675836-1adf-4d6b-b29f-e39f300e86a6","False","Range_3","Range"
