"id","uuid:ID","instanceType"
"StudyCell_1","cd3553e5-1efc-40ae-9e82-dbccbdba45da","StudyCell"
"StudyCell_2","beee02d9-ba2d-4739-bd51-81e711cbde9a","StudyCell"
"StudyCell_3","16965d3c-250e-471d-8870-223795263059","StudyCell"
"StudyCell_4","27b3dbc4-b4b3-49ed-ad4a-98c001134ab3","StudyCell"
"StudyCell_5","8cb15390-1478-413b-9392-3ea27df22d66","StudyCell"
"StudyCell_6","951f48b5-87bb-4134-989f-d16e3c0178bc","StudyCell"
"StudyCell_7","5d0d33b4-47d9-4462-89c6-13b1d7ed2911","StudyCell"
"StudyCell_8","b3e5251f-4836-415c-b0d8-65e48a661d23","StudyCell"
"StudyCell_9","92efc83d-1a17-4e50-b422-1b17547a884b","StudyCell"
"StudyCell_10","7de8c5be-9ed4-428e-a9a4-fcf151a70cfb","StudyCell"
"StudyCell_11","f52cc95f-f4a7-498e-9088-24ebe3497434","StudyCell"
"StudyCell_12","9a68f9ca-e392-45f3-8b36-1f1a4134cec0","StudyCell"
"StudyCell_13","01620342-611e-4b73-a3e8-2f41b5b15a23","StudyCell"
"StudyCell_14","01d51692-43ca-46c3-b27b-bb3a07b8c90b","StudyCell"
"StudyCell_15","2fd44add-3ee8-4519-8f5c-c12f12922cf4","StudyCell"
