"name","uuid:ID","id","label","description","instanceType"
"IE_Dict","0334b714-5003-492e-8883-8a0c3b44e43d","SyntaxTemplateDictionary_1","IE Dictionary","Dictionary for IE","SyntaxTemplateDictionary"
"AS_Dict","a3fffebe-af23-4234-bdf2-cc3f3a573001","SyntaxTemplateDictionary_2","Assessment Dictionary","Dictionary for Study Assessments","SyntaxTemplateDictionary"
