"minValue","id","uuid:ID","isApproximate","maxValue","instanceType"
"300.0","Range_2","77f5f921-220d-489c-a2ee-c3c4d3fde8a0","False","300.0","Range"
"300.0","Range_1","de01ac48-4f08-43bd-a634-bc57dc9961e5","False","300.0","Range"
"50.0","Range_3","8f5d7d9a-e616-486c-9994-92eeb6de17bf","False","100.0","Range"
