"instanceType","label","uuid:ID","datatype","isRequired","name","isEnabled","id"
"BiomedicalConceptProperty","Sex","ef48d861-8816-495a-b531-51bb98d50c61","string","True","Sex","True","BiomedicalConceptProperty_116"
"BiomedicalConceptProperty","Race","65b74125-eca0-4f10-99a6-5a7ff9229017","string","True","Race","True","BiomedicalConceptProperty_117"
"BiomedicalConceptProperty","VSTESTCD","c9dba565-1280-446c-b624-83d9e3817d24","","True","VSTESTCD","True","BiomedicalConceptProperty_118"
"BiomedicalConceptProperty","VSORRES","6e3e5379-3747-4f8b-85ee-a1b19d5d493b","float","True","VSORRES","True","BiomedicalConceptProperty_119"
"BiomedicalConceptProperty","VSORRESU","5b8d4b91-6677-4371-b8af-05000a53e83d","","True","VSORRESU","True","BiomedicalConceptProperty_120"
"BiomedicalConceptProperty","VSLOC","32f6cdef-14fe-4ee2-b520-5464da2a8de3","","True","VSLOC","True","BiomedicalConceptProperty_121"
"BiomedicalConceptProperty","VSTESTCD","398135e5-01ac-40fb-a073-c4f016216473","","True","VSTESTCD","True","BiomedicalConceptProperty_122"
"BiomedicalConceptProperty","VSORRES","1b6432bd-17ce-4048-9848-89cbc87900a3","float","True","VSORRES","True","BiomedicalConceptProperty_123"
"BiomedicalConceptProperty","VSORRESU","68f9ca38-9717-4eee-91ea-9b9c50df292f","","True","VSORRESU","True","BiomedicalConceptProperty_124"
"BiomedicalConceptProperty","VSTESTCD","d8ea9b9b-cd8f-44aa-9361-76780b721e74","","True","VSTESTCD","True","BiomedicalConceptProperty_125"
"BiomedicalConceptProperty","VSORRES","300cdb89-1ced-4c15-b8c2-3275b728ae43","float","True","VSORRES","True","BiomedicalConceptProperty_126"
"BiomedicalConceptProperty","VSORRESU","3e8db5e0-ec64-4eb3-872a-04b8560c9f79","","True","VSORRESU","True","BiomedicalConceptProperty_127"
"BiomedicalConceptProperty","LBTESTCD","7041c9f9-8662-4119-976c-5e4e09098c11","","True","LBTESTCD","True","BiomedicalConceptProperty_128"
"BiomedicalConceptProperty","LBORRES","c4fa5dfa-d203-46ac-9ce0-9af332e176b9","float","True","LBORRES","True","BiomedicalConceptProperty_129"
"BiomedicalConceptProperty","LBORRESU","43193228-086e-4a71-b311-54aa15c91e3c","","True","LBORRESU","True","BiomedicalConceptProperty_130"
"BiomedicalConceptProperty","LBSPEC","0ad7aceb-388a-4281-a08e-32f851f84ddc","","True","LBSPEC","True","BiomedicalConceptProperty_131"
"BiomedicalConceptProperty","LBFAST","f1c86f5a-9228-4ae4-b3b7-0f90dada2b30","","True","LBFAST","True","BiomedicalConceptProperty_132"
"BiomedicalConceptProperty","LBTESTCD","9e2cb52c-94d2-4452-a624-49e9f337b52a","","True","LBTESTCD","True","BiomedicalConceptProperty_133"
"BiomedicalConceptProperty","LBORRES","7694abd9-580f-4a4a-bcd8-47d1c1efc82d","text","True","LBORRES","True","BiomedicalConceptProperty_134"
"BiomedicalConceptProperty","LBSPEC","95630424-3eae-4b58-8248-eafeabf0f4a1","","True","LBSPEC","True","BiomedicalConceptProperty_135"
"BiomedicalConceptProperty","LBFAST","34d73784-bed0-437f-b46a-db58e9d54143","","True","LBFAST","True","BiomedicalConceptProperty_136"
"BiomedicalConceptProperty","LBTESTCD","ff9b1c73-0ed4-4746-a002-28c2123c2e9f","","True","LBTESTCD","True","BiomedicalConceptProperty_137"
"BiomedicalConceptProperty","LBORRES","67d5b8dd-6616-4ea5-a340-601b48416ac2","float","True","LBORRES","True","BiomedicalConceptProperty_138"
"BiomedicalConceptProperty","LBORRESU","5396e99e-a357-40e1-a359-44427f71a531","","True","LBORRESU","True","BiomedicalConceptProperty_139"
"BiomedicalConceptProperty","LBSPEC","54d3b0b7-8d4c-4df7-a4df-101c53046fe6","","True","LBSPEC","True","BiomedicalConceptProperty_140"
"BiomedicalConceptProperty","LBFAST","dee5000d-e4b3-41ce-9471-b8194271158e","","True","LBFAST","True","BiomedicalConceptProperty_141"
"BiomedicalConceptProperty","LBTESTCD","95d5eacc-2cef-401d-88b5-554a0949f4e7","","True","LBTESTCD","True","BiomedicalConceptProperty_142"
"BiomedicalConceptProperty","LBORRES","da8c4ad8-d2ba-42b9-b3c7-5b06fc75a2b6","float","True","LBORRES","True","BiomedicalConceptProperty_143"
"BiomedicalConceptProperty","LBORRESU","c8ff8d2c-0be8-473b-9dd1-1aae88771b94","","True","LBORRESU","True","BiomedicalConceptProperty_144"
"BiomedicalConceptProperty","LBSPEC","8a7de3ba-a46e-4d52-9c8e-cef26e888a2e","","True","LBSPEC","True","BiomedicalConceptProperty_145"
"BiomedicalConceptProperty","LBFAST","692641ef-dd41-429f-9554-ac3e8bb5fad5","","True","LBFAST","True","BiomedicalConceptProperty_146"
"BiomedicalConceptProperty","LBTESTCD","e42462ed-6649-40ad-9c6d-089568b228ba","","True","LBTESTCD","True","BiomedicalConceptProperty_147"
"BiomedicalConceptProperty","LBORRES","a2eb0cfb-89c3-4450-ae3f-9b3bbf81cf1d","float","True","LBORRES","True","BiomedicalConceptProperty_148"
"BiomedicalConceptProperty","LBORRESU","789b6dbd-f9bc-4ddb-a4ae-42064c2ee5f0","","True","LBORRESU","True","BiomedicalConceptProperty_149"
"BiomedicalConceptProperty","LBSPEC","493b158e-e885-48ee-bea7-1d519af33161","","True","LBSPEC","True","BiomedicalConceptProperty_150"
"BiomedicalConceptProperty","LBFAST","a6737cc5-855e-4dc3-9880-ec344df09021","","True","LBFAST","True","BiomedicalConceptProperty_151"
"BiomedicalConceptProperty","LBTESTCD","6d700b88-3335-439f-bf29-d8c7cd5a6914","","True","LBTESTCD","True","BiomedicalConceptProperty_152"
"BiomedicalConceptProperty","LBORRES","d28b0703-4fe4-4e11-b9be-97e549f538af","float","True","LBORRES","True","BiomedicalConceptProperty_153"
"BiomedicalConceptProperty","LBORRESU","fb28b6b2-a82a-4f30-b31e-2fdd999d7a53","","True","LBORRESU","True","BiomedicalConceptProperty_154"
"BiomedicalConceptProperty","LBSPEC","e9207293-c8fc-4871-91dc-b8473390316e","","True","LBSPEC","True","BiomedicalConceptProperty_155"
"BiomedicalConceptProperty","LBFAST","c6f40179-70a5-4a6c-9865-489455f55d3b","","True","LBFAST","True","BiomedicalConceptProperty_156"
"BiomedicalConceptProperty","LBTESTCD","f409a464-15df-4cb5-8d1d-cb997cf7c714","","True","LBTESTCD","True","BiomedicalConceptProperty_157"
"BiomedicalConceptProperty","LBORRES","a00c0de9-96d4-4fd2-8ac2-24d5b0f05152","float","True","LBORRES","True","BiomedicalConceptProperty_158"
"BiomedicalConceptProperty","LBORRESU","3d513ed4-2494-4537-8a19-5ce1d2e4b36e","","True","LBORRESU","True","BiomedicalConceptProperty_159"
"BiomedicalConceptProperty","LBSPEC","f593f90e-a5af-4ddd-995e-6dc48f170406","","True","LBSPEC","True","BiomedicalConceptProperty_160"
"BiomedicalConceptProperty","LBFAST","d416f136-cf08-43b3-930d-29a1a0193c94","","True","LBFAST","True","BiomedicalConceptProperty_161"
"BiomedicalConceptProperty","LBTESTCD","216d6d7d-7f3c-445a-ba18-f9cf7f638978","","True","LBTESTCD","True","BiomedicalConceptProperty_162"
"BiomedicalConceptProperty","LBORRES","f448a7e2-89f4-41b5-97d6-f4f6bf61870b","float","True","LBORRES","True","BiomedicalConceptProperty_163"
"BiomedicalConceptProperty","LBORRESU","e6e67547-1a55-45d6-9796-b441038daff7","","True","LBORRESU","True","BiomedicalConceptProperty_164"
"BiomedicalConceptProperty","LBSPEC","019f2580-da42-4e54-a9de-107a55522786","","True","LBSPEC","True","BiomedicalConceptProperty_165"
"BiomedicalConceptProperty","LBFAST","cf4fb3cf-6036-4053-a2a9-fb35e5e4a0de","","True","LBFAST","True","BiomedicalConceptProperty_166"
"BiomedicalConceptProperty","AETERM","8ebc357e-4abf-46ba-98ed-6c647afd012b","text","True","AETERM","True","BiomedicalConceptProperty_1"
"BiomedicalConceptProperty","AEDECOD","2266e655-92dc-4680-9801-1ba0905de2f8","text","True","AEDECOD","True","BiomedicalConceptProperty_2"
"BiomedicalConceptProperty","AEPRESP","8cdb734b-e378-41fd-b317-7caad4425262","text","True","AEPRESP","True","BiomedicalConceptProperty_3"
"BiomedicalConceptProperty","AELOC","3b7066c8-8fcc-4738-b633-ce9ab32ce125","text","True","AELOC","True","BiomedicalConceptProperty_4"
"BiomedicalConceptProperty","AESEV","46a40730-dea9-40c3-b177-ce8394963e75","text","True","AESEV","True","BiomedicalConceptProperty_5"
"BiomedicalConceptProperty","AESER","e7290002-c292-4471-8c94-f34dda659652","text","True","AESER","True","BiomedicalConceptProperty_6"
"BiomedicalConceptProperty","AEACN","2c7cdd97-0bed-4e6b-9b76-a60ab5daa256","text","True","AEACN","True","BiomedicalConceptProperty_7"
"BiomedicalConceptProperty","AEACNOTH","4426f1fa-65b0-469b-849d-055236a7e19d","text","True","AEACNOTH","True","BiomedicalConceptProperty_8"
"BiomedicalConceptProperty","AEREL","f2507724-b40d-48bb-8499-f304eb00794e","text","True","AEREL","True","BiomedicalConceptProperty_9"
"BiomedicalConceptProperty","AERELNST","63a0035f-38f4-4e8e-a25b-14bbc1b16901","text","True","AERELNST","True","BiomedicalConceptProperty_10"
"BiomedicalConceptProperty","AEPATT","e149da5a-6f69-496f-b5ba-77116e371ccd","text","True","AEPATT","True","BiomedicalConceptProperty_11"
"BiomedicalConceptProperty","AEOUT","6efe4790-9aab-441d-b728-1d5cd0223a55","text","True","AEOUT","True","BiomedicalConceptProperty_12"
"BiomedicalConceptProperty","AESCAN","4f2d43f0-d283-4bbd-8b0d-967bdad234bf","text","True","AESCAN","True","BiomedicalConceptProperty_13"
"BiomedicalConceptProperty","AESCONG","6cb7289c-789b-42da-bd5c-7178f941ba20","text","True","AESCONG","True","BiomedicalConceptProperty_14"
"BiomedicalConceptProperty","AESDISAB","95ad5023-0096-4d66-b25f-4900edf45eb0","text","True","AESDISAB","True","BiomedicalConceptProperty_15"
"BiomedicalConceptProperty","AESDTH","0a7a7f29-5f49-4a23-9781-16d406ece7b8","text","True","AESDTH","True","BiomedicalConceptProperty_16"
"BiomedicalConceptProperty","AESHOSP","eafe2914-9f7e-4958-9345-1882de5054ce","text","True","AESHOSP","True","BiomedicalConceptProperty_17"
"BiomedicalConceptProperty","AESLIFE","38458c23-db65-49e9-a147-b730fd175c83","text","True","AESLIFE","True","BiomedicalConceptProperty_18"
"BiomedicalConceptProperty","AESOD","2faf9f13-c5f6-4432-99ce-139e2c4876a8","text","True","AESOD","True","BiomedicalConceptProperty_19"
"BiomedicalConceptProperty","AESMIE","c3be853d-9d5f-49dd-b3fc-382679b9f19c","text","True","AESMIE","True","BiomedicalConceptProperty_20"
"BiomedicalConceptProperty","AECONTRT","74b25ff0-07d7-40b9-8cbc-55c0be910d41","text","True","AECONTRT","True","BiomedicalConceptProperty_21"
"BiomedicalConceptProperty","AESTDTC","b53bf5ff-fdc1-49b6-91e7-15db0d119057","datetime","True","AESTDTC","True","BiomedicalConceptProperty_22"
"BiomedicalConceptProperty","AEENDTC","8895331f-cbbf-46e6-a802-733766d19b9d","datetime","True","AEENDTC","True","BiomedicalConceptProperty_23"
"BiomedicalConceptProperty","VSTESTCD","ee127a14-46da-4323-9a56-e9ecfc17d4cf","","True","VSTESTCD","True","BiomedicalConceptProperty_24"
"BiomedicalConceptProperty","VSORRES","e83a8c93-badc-4840-b3d6-8c6f30062221","integer","True","VSORRES","True","BiomedicalConceptProperty_25"
"BiomedicalConceptProperty","VSORRESU","ec1ac7d5-80d5-466e-b3ee-53dc2164b98b","","True","VSORRESU","True","BiomedicalConceptProperty_26"
"BiomedicalConceptProperty","VSPOS","6f5ff55f-aeba-4ca5-bb63-88a58b7fb15f","","True","VSPOS","True","BiomedicalConceptProperty_27"
"BiomedicalConceptProperty","VSLOC","321abba3-ee49-4f40-b646-e5e4ab9b5f81","","True","VSLOC","True","BiomedicalConceptProperty_28"
"BiomedicalConceptProperty","VSLAT","30c98cdb-f7de-4298-a60e-da1b61718145","","True","VSLAT","True","BiomedicalConceptProperty_29"
"BiomedicalConceptProperty","VSTESTCD","add4bcc8-c6b3-4e2b-b32b-cd1a672be57b","","True","VSTESTCD","True","BiomedicalConceptProperty_30"
"BiomedicalConceptProperty","VSORRES","a4975c5d-12d8-40ba-bf97-7bb79678ba50","integer","True","VSORRES","True","BiomedicalConceptProperty_31"
"BiomedicalConceptProperty","VSORRESU","e131400f-270d-4924-8efe-b2bc84ff2b82","","True","VSORRESU","True","BiomedicalConceptProperty_32"
"BiomedicalConceptProperty","VSPOS","d90b8997-5116-4eb3-a0d5-e3ab4f8a243e","","True","VSPOS","True","BiomedicalConceptProperty_33"
"BiomedicalConceptProperty","VSLOC","c981988a-dce9-400d-bef9-66561c8300a6","","True","VSLOC","True","BiomedicalConceptProperty_34"
"BiomedicalConceptProperty","VSLAT","10189eaa-3803-490d-b83c-1756e75634d8","","True","VSLAT","True","BiomedicalConceptProperty_35"
"BiomedicalConceptProperty","VSTESTCD","777b2182-46e1-44a8-b362-1c38d98a956e","","True","VSTESTCD","True","BiomedicalConceptProperty_36"
"BiomedicalConceptProperty","VSORRES","6e8443a1-66d9-4fc8-920b-e0a3f87f6cf2","float","True","VSORRES","True","BiomedicalConceptProperty_37"
"BiomedicalConceptProperty","VSORRESU","e7e006fe-1bf7-4b42-a56c-0f50b2f87e7b","","True","VSORRESU","True","BiomedicalConceptProperty_38"
"BiomedicalConceptProperty","VSLOC","9600a7d4-4e37-41b8-8555-2cdd219cdfc7","","True","VSLOC","True","BiomedicalConceptProperty_39"
"BiomedicalConceptProperty","VSTESTCD","1db42590-7e76-403e-a94b-5a7512107ade","","True","VSTESTCD","True","BiomedicalConceptProperty_40"
"BiomedicalConceptProperty","VSORRES","eb19d92c-3a6d-4002-831c-3f9fd42ecf1d","float","True","VSORRES","True","BiomedicalConceptProperty_41"
"BiomedicalConceptProperty","VSORRESU","3bbe5101-09f4-43c1-b36b-30a0f3512b18","","True","VSORRESU","True","BiomedicalConceptProperty_42"
