"instanceType","label","uuid:ID","datatype","isRequired","name","isEnabled","id"
"BiomedicalConceptProperty","VSTESTCD","4118663f-f83d-47e9-930d-35020036b026","","True","VSTESTCD","True","BiomedicalConceptProperty_43"
"BiomedicalConceptProperty","VSORRES","e4dfb3f5-886a-4c2f-b660-33543762eedb","float","True","VSORRES","True","BiomedicalConceptProperty_44"
"BiomedicalConceptProperty","VSORRESU","bffb4888-3ec4-40fd-9458-11351fcab988","","True","VSORRESU","True","BiomedicalConceptProperty_45"
"BiomedicalConceptProperty","LBTESTCD","95c70641-ee06-46f8-845e-96ef71e586f4","","True","LBTESTCD","True","BiomedicalConceptProperty_46"
"BiomedicalConceptProperty","LBORRES","6595b1ab-d36a-4f74-9e65-681d5002ba78","float","True","LBORRES","True","BiomedicalConceptProperty_47"
"BiomedicalConceptProperty","LBORRESU","3de043ba-9c8e-4ead-b266-b8b5146c5314","","True","LBORRESU","True","BiomedicalConceptProperty_48"
"BiomedicalConceptProperty","LBSPEC","95bd5da6-9721-4b68-9260-413a382a7518","","True","LBSPEC","True","BiomedicalConceptProperty_49"
"BiomedicalConceptProperty","LBFAST","ca3a3a76-1592-4db0-b44b-330a02eaf73a","","True","LBFAST","True","BiomedicalConceptProperty_50"
"BiomedicalConceptProperty","LBTESTCD","8acb3b9d-b9a7-4346-8457-ba68c62a597c","","True","LBTESTCD","True","BiomedicalConceptProperty_51"
"BiomedicalConceptProperty","LBORRES","e4a487a8-0aba-4efd-937d-edd1b9c7bbf3","text","True","LBORRES","True","BiomedicalConceptProperty_52"
"BiomedicalConceptProperty","LBSPEC","bb566916-a325-4d33-898a-12dc7d066ca9","","True","LBSPEC","True","BiomedicalConceptProperty_53"
"BiomedicalConceptProperty","LBFAST","838aeca9-827b-4921-97c7-22e4e42018df","","True","LBFAST","True","BiomedicalConceptProperty_54"
"BiomedicalConceptProperty","LBTESTCD","9b3da51c-8e1f-4192-9b28-9dcf3fc44c0b","","True","LBTESTCD","True","BiomedicalConceptProperty_55"
"BiomedicalConceptProperty","LBORRES","d3795a25-0ba2-46aa-b384-0d2d90e06d17","float","True","LBORRES","True","BiomedicalConceptProperty_56"
"BiomedicalConceptProperty","LBORRESU","61211d34-4ea2-4f04-8931-bc814987ba44","","True","LBORRESU","True","BiomedicalConceptProperty_57"
"BiomedicalConceptProperty","LBSPEC","35cb2f8c-f0b7-40b6-b006-a424e5478cd7","","True","LBSPEC","True","BiomedicalConceptProperty_58"
"BiomedicalConceptProperty","LBFAST","e25027ce-9a4e-4d69-a54c-016c873d7224","","True","LBFAST","True","BiomedicalConceptProperty_59"
"BiomedicalConceptProperty","LBTESTCD","38c02f02-4aa5-44e9-9af1-0b710e5fbbe8","","True","LBTESTCD","True","BiomedicalConceptProperty_60"
"BiomedicalConceptProperty","LBORRES","988a69d9-912c-4ed0-8b7c-54ff371c5947","float","True","LBORRES","True","BiomedicalConceptProperty_61"
"BiomedicalConceptProperty","LBORRESU","51490893-aaa9-4248-bd7a-0919d45c6036","","True","LBORRESU","True","BiomedicalConceptProperty_62"
"BiomedicalConceptProperty","LBSPEC","a92ab96c-452b-40a0-9e02-08af4d39f36b","","True","LBSPEC","True","BiomedicalConceptProperty_63"
"BiomedicalConceptProperty","LBFAST","f2fd53d3-ee13-4c56-af00-7322839f48ec","","True","LBFAST","True","BiomedicalConceptProperty_64"
"BiomedicalConceptProperty","LBTESTCD","dc5aeb15-84b6-42e4-9f22-4df21830273b","","True","LBTESTCD","True","BiomedicalConceptProperty_65"
"BiomedicalConceptProperty","LBORRES","1b3fa77b-6391-4e78-adb6-32c9b8d8053c","float","True","LBORRES","True","BiomedicalConceptProperty_66"
"BiomedicalConceptProperty","LBORRESU","a6f84b30-4255-4c48-8477-89ef99626aa0","","True","LBORRESU","True","BiomedicalConceptProperty_67"
"BiomedicalConceptProperty","LBSPEC","6ff130fe-2f70-49dd-a19b-a635fa950473","","True","LBSPEC","True","BiomedicalConceptProperty_68"
"BiomedicalConceptProperty","LBFAST","83da69d4-0e50-48bc-a69d-2fd3d34aafac","","True","LBFAST","True","BiomedicalConceptProperty_69"
"BiomedicalConceptProperty","LBTESTCD","e094524c-c7ad-403a-b602-a9a8a5c0c611","","True","LBTESTCD","True","BiomedicalConceptProperty_70"
"BiomedicalConceptProperty","LBORRES","49ea66ba-7362-4643-9177-e0c785a3c831","float","True","LBORRES","True","BiomedicalConceptProperty_71"
"BiomedicalConceptProperty","LBORRESU","71074f16-5919-47e6-966d-8e715f0ae32f","","True","LBORRESU","True","BiomedicalConceptProperty_72"
"BiomedicalConceptProperty","LBSPEC","7a845ff0-87d6-434d-9370-e278556c3abd","","True","LBSPEC","True","BiomedicalConceptProperty_73"
"BiomedicalConceptProperty","LBFAST","8d9273d8-ad27-4892-b780-019b2478e66d","","True","LBFAST","True","BiomedicalConceptProperty_74"
"BiomedicalConceptProperty","LBTESTCD","46c63af7-1a8c-46f6-9331-b234b5288bfd","","True","LBTESTCD","True","BiomedicalConceptProperty_75"
"BiomedicalConceptProperty","LBORRES","cc9f5989-1ec6-400e-9a7b-f6e0a36caf32","float","True","LBORRES","True","BiomedicalConceptProperty_76"
"BiomedicalConceptProperty","LBORRESU","3126c356-a59c-4cf3-8096-6daf28a5d8b7","","True","LBORRESU","True","BiomedicalConceptProperty_77"
"BiomedicalConceptProperty","LBSPEC","2eb61ee8-d17d-4a35-bb97-803eac45cd48","","True","LBSPEC","True","BiomedicalConceptProperty_78"
"BiomedicalConceptProperty","LBFAST","70bc78de-6c1e-40a1-b8f5-0007cc1e8fd5","","True","LBFAST","True","BiomedicalConceptProperty_79"
"BiomedicalConceptProperty","VSTESTCD","6f759db8-0b13-4d0b-8af5-4de6d0ae262b","","True","VSTESTCD","True","BiomedicalConceptProperty_80"
"BiomedicalConceptProperty","VSORRES","24b444b3-91a5-48f4-8a43-b1426320c990","integer","True","VSORRES","True","BiomedicalConceptProperty_81"
"BiomedicalConceptProperty","VSORRESU","a8c57d6e-c0df-4dae-96ff-022a149d65d5","","True","VSORRESU","True","BiomedicalConceptProperty_82"
"BiomedicalConceptProperty","VSPOS","45435bb1-77cf-4f28-91e6-04427cb78523","","True","VSPOS","True","BiomedicalConceptProperty_83"
"BiomedicalConceptProperty","VSLOC","5c9aec87-c259-47ab-bb6d-d29f1101662e","","True","VSLOC","True","BiomedicalConceptProperty_84"
"BiomedicalConceptProperty","VSLAT","b1557ad1-cc29-4876-beb6-417154c74209","","True","VSLAT","True","BiomedicalConceptProperty_85"
"BiomedicalConceptProperty","VSTESTCD","db8874df-3b62-4045-abde-0381e30c4518","","True","VSTESTCD","True","BiomedicalConceptProperty_86"
"BiomedicalConceptProperty","VSORRES","1f4195f3-0187-46f3-899a-6977807a83c8","integer","True","VSORRES","True","BiomedicalConceptProperty_87"
"BiomedicalConceptProperty","VSORRESU","e2bf698c-76e7-4cc1-841d-9cc1d1abe7be","","True","VSORRESU","True","BiomedicalConceptProperty_88"
"BiomedicalConceptProperty","VSPOS","562bcd4a-4fe4-44b3-8ba4-0b1bd6594c32","","True","VSPOS","True","BiomedicalConceptProperty_89"
"BiomedicalConceptProperty","VSLOC","2aab7d72-5194-43f8-8c7e-62b64e317d8f","","True","VSLOC","True","BiomedicalConceptProperty_90"
"BiomedicalConceptProperty","VSLAT","58ea1e9e-3ccc-418a-9b37-7ee1880e4d02","","True","VSLAT","True","BiomedicalConceptProperty_91"
"BiomedicalConceptProperty","VSTESTCD","91e7b26a-4ee3-4b11-91d6-e1ad62668d41","","True","VSTESTCD","True","BiomedicalConceptProperty_92"
"BiomedicalConceptProperty","VSORRES","b1b2101d-4142-4693-beee-7d09c282fb0f","integer","True","VSORRES","True","BiomedicalConceptProperty_93"
"BiomedicalConceptProperty","VSORRESU","7f41451a-2a44-4be2-83aa-3a7b125802e2","","True","VSORRESU","True","BiomedicalConceptProperty_94"
"BiomedicalConceptProperty","VSPOS","4517eff4-d2c8-489f-9add-78fa6eba4488","","True","VSPOS","True","BiomedicalConceptProperty_95"
"BiomedicalConceptProperty","VSLOC","d74a7b7b-4414-4969-949d-bf04ff6e4e36","","True","VSLOC","True","BiomedicalConceptProperty_96"
"BiomedicalConceptProperty","VSLAT","2b0ec0b9-2e55-46f1-8649-5ef97a3a9668","","True","VSLAT","True","BiomedicalConceptProperty_97"
"BiomedicalConceptProperty","VSTESTCD","0ac72424-6c73-43be-b456-4c0111c422b5","","True","VSTESTCD","True","BiomedicalConceptProperty_98"
"BiomedicalConceptProperty","VSORRES","ba9e6f79-f63b-4f31-8b06-7b94c389a5a0","integer","True","VSORRES","True","BiomedicalConceptProperty_99"
"BiomedicalConceptProperty","VSORRESU","007ad697-80ba-46bd-bb96-07fd343d1ca3","","True","VSORRESU","True","BiomedicalConceptProperty_100"
"BiomedicalConceptProperty","VSPOS","976a1888-be8a-439c-9aec-339cca0b1a1f","","True","VSPOS","True","BiomedicalConceptProperty_101"
"BiomedicalConceptProperty","VSLOC","d5af65a4-7794-4231-85aa-ce9d7ac2cc4f","","True","VSLOC","True","BiomedicalConceptProperty_102"
"BiomedicalConceptProperty","VSLAT","f239400e-2f81-4fa5-8582-5deaf9c7451c","","True","VSLAT","True","BiomedicalConceptProperty_103"
"BiomedicalConceptProperty","VSTESTCD","179a1512-5987-4786-90ed-b04be73a59b1","","True","VSTESTCD","True","BiomedicalConceptProperty_104"
"BiomedicalConceptProperty","VSORRES","ad175727-a46d-406c-8901-ad4f80dc81d7","integer","True","VSORRES","True","BiomedicalConceptProperty_105"
"BiomedicalConceptProperty","VSORRESU","5ea0db3f-0ef5-4ee2-b21b-1bd4e0278242","","True","VSORRESU","True","BiomedicalConceptProperty_106"
"BiomedicalConceptProperty","VSPOS","04b0e5b9-f079-4200-bff7-76881893e038","","True","VSPOS","True","BiomedicalConceptProperty_107"
"BiomedicalConceptProperty","VSLOC","57700c8c-5811-4ae1-96fb-0bd3426b77ed","","True","VSLOC","True","BiomedicalConceptProperty_108"
"BiomedicalConceptProperty","VSLAT","6be67adb-0a9b-4deb-9912-daeffb389893","","True","VSLAT","True","BiomedicalConceptProperty_109"
"BiomedicalConceptProperty","VSTESTCD","b4dd1cbb-2e9b-406a-99a3-2c3dff2fc51f","","True","VSTESTCD","True","BiomedicalConceptProperty_110"
"BiomedicalConceptProperty","VSORRES","bf54f920-5706-4337-9494-661b53504c0a","integer","True","VSORRES","True","BiomedicalConceptProperty_111"
"BiomedicalConceptProperty","VSORRESU","dbfa2ec9-253d-4bbd-ac24-5385c711a5c2","","True","VSORRESU","True","BiomedicalConceptProperty_112"
"BiomedicalConceptProperty","VSPOS","98646a78-3a84-4034-8fab-228aa54477ea","","True","VSPOS","True","BiomedicalConceptProperty_113"
"BiomedicalConceptProperty","VSLOC","cbdf59c4-e86b-427e-a404-8c0ca77df4d6","","True","VSLOC","True","BiomedicalConceptProperty_114"
"BiomedicalConceptProperty","VSLAT","202a9774-3c54-4ef8-a2d4-15d5baa07ce7","","True","VSLAT","True","BiomedicalConceptProperty_115"
