"uuid:ID","id","isApproximate","minValue","instanceType","maxValue"
"d4082c40-a89c-4471-8f74-227b494ba502","Range_2","False","300.0","Range","300.0"
"008ae757-af9a-4b01-b337-b4053d80cfbd","Range_1","False","300.0","Range","300.0"
"66d5f47d-9f75-4984-a2cc-22956ef009da","Range_3","False","50.0","Range","100.0"
