"name","uuid:ID","datatype","id","label","isRequired","isEnabled","instanceType"
"LBTESTCD","a98fa2a6-8e2d-40c7-87a7-d4c75dbde4a8","","BiomedicalConceptProperty_152","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","e52d0dd9-f29d-41b4-8ca6-5053e2337abf","float","BiomedicalConceptProperty_153","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","be9d54df-dfc5-499a-a853-7a6c46b62078","","BiomedicalConceptProperty_154","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","956a5bd3-2e3f-4138-b674-b9a90f6a3e6c","","BiomedicalConceptProperty_155","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","0f63867f-7bd7-4c73-bf1d-ebc11699ba8c","","BiomedicalConceptProperty_156","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","06c0b236-7868-4666-94ec-449bbcf5d6b3","","BiomedicalConceptProperty_157","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","8ee6afc8-8d38-4657-a0e3-e78f7da48e63","float","BiomedicalConceptProperty_158","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","6a9c72de-0122-471b-a1e4-3aa7197de002","","BiomedicalConceptProperty_159","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","c4d9c840-20d6-4f73-8cba-d65c6470d990","","BiomedicalConceptProperty_160","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","65d4bfe9-f47f-41cd-aa01-e143d75c60c9","","BiomedicalConceptProperty_161","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","df7cced5-add2-4876-8b3b-8f2428d5b8f3","","BiomedicalConceptProperty_162","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","00d027bd-e758-4b0b-a679-408ba729dfbd","float","BiomedicalConceptProperty_163","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","5c074595-1f1a-4e89-b1c7-d301506c4e63","","BiomedicalConceptProperty_164","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","ba59909e-dbe8-4ebe-9971-ed773d6a11b3","","BiomedicalConceptProperty_165","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","6595c4ab-9ef6-4643-aeda-31bc73f7e8a1","","BiomedicalConceptProperty_166","LBFAST","True","True","BiomedicalConceptProperty"
"AETERM","f55a19d2-cdba-4ce6-bf58-a88fc612f4e5","text","BiomedicalConceptProperty_1","AETERM","True","True","BiomedicalConceptProperty"
"AEDECOD","6bfc3fea-4adc-4465-94a6-1af52e78e259","text","BiomedicalConceptProperty_2","AEDECOD","True","True","BiomedicalConceptProperty"
"AEPRESP","ab7a8d1d-aa83-4f31-b530-c8158a184af5","text","BiomedicalConceptProperty_3","AEPRESP","True","True","BiomedicalConceptProperty"
"AELOC","89d5d4c8-53b9-4ace-abca-624146937819","text","BiomedicalConceptProperty_4","AELOC","True","True","BiomedicalConceptProperty"
"AESEV","926b7228-1c98-4716-9e20-ffced25bec34","text","BiomedicalConceptProperty_5","AESEV","True","True","BiomedicalConceptProperty"
"AESER","24a944c5-8fa7-4ae6-b41b-1a48ec57058c","text","BiomedicalConceptProperty_6","AESER","True","True","BiomedicalConceptProperty"
"AEACN","2af08a30-eae2-4319-8b1c-3f89bb6dde83","text","BiomedicalConceptProperty_7","AEACN","True","True","BiomedicalConceptProperty"
"AEACNOTH","c9ecc375-a9e0-4c37-9e56-424617e71423","text","BiomedicalConceptProperty_8","AEACNOTH","True","True","BiomedicalConceptProperty"
"AEREL","12dc150e-ec05-4195-9504-2203f906a41e","text","BiomedicalConceptProperty_9","AEREL","True","True","BiomedicalConceptProperty"
"AERELNST","c1b877ac-7dde-4471-90ba-1c083ef16b47","text","BiomedicalConceptProperty_10","AERELNST","True","True","BiomedicalConceptProperty"
"AEPATT","a9d95a3a-d607-4d07-9aed-9e6080c1def1","text","BiomedicalConceptProperty_11","AEPATT","True","True","BiomedicalConceptProperty"
"AEOUT","a03cc924-3a66-4c05-8429-f346a2b8e6ea","text","BiomedicalConceptProperty_12","AEOUT","True","True","BiomedicalConceptProperty"
"AESCAN","14a5cdf3-a6f3-4666-b01f-6ecf34bd90b2","text","BiomedicalConceptProperty_13","AESCAN","True","True","BiomedicalConceptProperty"
"AESCONG","f033c333-4f07-4940-856b-806e9189e407","text","BiomedicalConceptProperty_14","AESCONG","True","True","BiomedicalConceptProperty"
"AESDISAB","868bfca3-19ff-4f73-a82c-45064cfce9fb","text","BiomedicalConceptProperty_15","AESDISAB","True","True","BiomedicalConceptProperty"
"AESDTH","28adebf1-25fc-4b5e-8d03-1564d7540a7b","text","BiomedicalConceptProperty_16","AESDTH","True","True","BiomedicalConceptProperty"
"AESHOSP","65979d74-4e55-4c53-bd72-f2a045a2a57f","text","BiomedicalConceptProperty_17","AESHOSP","True","True","BiomedicalConceptProperty"
"AESLIFE","31387588-ae7b-4638-97c5-16a244e57005","text","BiomedicalConceptProperty_18","AESLIFE","True","True","BiomedicalConceptProperty"
"AESOD","0d371899-300f-49da-9b1b-0545c1ac8516","text","BiomedicalConceptProperty_19","AESOD","True","True","BiomedicalConceptProperty"
"AESMIE","bad52763-33d4-4000-bfd0-b8212a38abaf","text","BiomedicalConceptProperty_20","AESMIE","True","True","BiomedicalConceptProperty"
"AECONTRT","c8c63cac-6d5f-4231-b157-11d134174b37","text","BiomedicalConceptProperty_21","AECONTRT","True","True","BiomedicalConceptProperty"
"AESTDTC","d635407d-cf45-4050-9c2a-9aa3b43fb473","datetime","BiomedicalConceptProperty_22","AESTDTC","True","True","BiomedicalConceptProperty"
"AEENDTC","28121fad-fac8-465d-bd65-832f143dff06","datetime","BiomedicalConceptProperty_23","AEENDTC","True","True","BiomedicalConceptProperty"
"VSTESTCD","518db259-46bc-4282-b798-bbea4bdeb40d","","BiomedicalConceptProperty_24","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","d5715e93-a9a9-4a12-98e2-280d4b9509bf","integer","BiomedicalConceptProperty_25","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","3e10c23f-bee7-47c6-a771-608d51e15385","","BiomedicalConceptProperty_26","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","7b0eac73-ccd7-4b57-a551-d821b5dffd6b","","BiomedicalConceptProperty_27","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","bd3ff3ff-504f-4066-8037-ae6f1a75a775","","BiomedicalConceptProperty_28","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","e91b8f58-5931-4048-b3e3-b493f76e4708","","BiomedicalConceptProperty_29","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","b1b3486b-a22c-4208-8cc4-590ce9728c94","","BiomedicalConceptProperty_30","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","138b37fb-670b-485a-8459-057b3ac7d983","integer","BiomedicalConceptProperty_31","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","63d6ff00-03d5-4a87-a476-492bb07394b9","","BiomedicalConceptProperty_32","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","1b487ed3-8454-4f6e-a903-e71c8f994e10","","BiomedicalConceptProperty_33","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","5c70210a-79a1-4fd1-bfb8-75637f905268","","BiomedicalConceptProperty_34","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","9362303f-8984-480b-b1ea-e05b66d35b02","","BiomedicalConceptProperty_35","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","9bf06eba-1c91-4181-ad31-a3d16e8be945","","BiomedicalConceptProperty_36","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","07e3342d-4aff-4834-a1e8-d9318d0a4425","float","BiomedicalConceptProperty_37","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","06faf77b-03f4-41a4-9550-6d5d2e5ba1a5","","BiomedicalConceptProperty_38","VSORRESU","True","True","BiomedicalConceptProperty"
"VSLOC","16969b28-af5d-4e44-b134-a60879c57f41","","BiomedicalConceptProperty_39","VSLOC","True","True","BiomedicalConceptProperty"
"VSTESTCD","121fec0c-d269-4877-bb57-8ecf191631b7","","BiomedicalConceptProperty_40","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","44c02d53-b565-43b4-b180-d90ec8102ff1","float","BiomedicalConceptProperty_41","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","9cb24015-2b13-4337-9a2c-deb51f9fb5a9","","BiomedicalConceptProperty_42","VSORRESU","True","True","BiomedicalConceptProperty"
"VSTESTCD","5dd16fd7-8e95-47be-87d3-7d8ba248fea3","","BiomedicalConceptProperty_43","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","900ab955-29d6-4ba4-87c7-ca79154a077b","float","BiomedicalConceptProperty_44","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","013da491-d3b4-44cf-9c27-e97d8370d69b","","BiomedicalConceptProperty_45","VSORRESU","True","True","BiomedicalConceptProperty"
"LBTESTCD","25b681d2-50e9-402b-a8a5-0a7697b09677","","BiomedicalConceptProperty_46","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","c5f4dcb9-a3ae-485c-8360-e1176a38178b","float","BiomedicalConceptProperty_47","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","0be1e92f-32fb-4052-8f7e-7ff3b899f787","","BiomedicalConceptProperty_48","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","c9507873-3b0f-4c32-9833-dc2b20eb7b54","","BiomedicalConceptProperty_49","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","59a346e6-4883-41ff-afca-7182119279bd","","BiomedicalConceptProperty_50","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","cc1ea438-683e-4cf7-8a7d-87598db5498f","","BiomedicalConceptProperty_51","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","42d59a9d-29ac-4e47-b08a-9d66d1ddf80b","text","BiomedicalConceptProperty_52","LBORRES","True","True","BiomedicalConceptProperty"
"LBSPEC","c2148322-5302-4b54-a3a2-fef8aee0ddda","","BiomedicalConceptProperty_53","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","e0c770f2-1e5e-4ff6-a5ef-81c0b898a445","","BiomedicalConceptProperty_54","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","f0dcefe7-84b0-4df6-a130-7a9f6ac3d3f3","","BiomedicalConceptProperty_55","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","511e94f1-a5d0-470a-b320-91691fde94f1","float","BiomedicalConceptProperty_56","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","046fcc5f-eeff-4003-bec9-18560190c603","","BiomedicalConceptProperty_57","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","2c79d47d-5c1a-4c9d-b39e-16aed084470f","","BiomedicalConceptProperty_58","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","de038179-49d4-4561-a06f-8ed046c02598","","BiomedicalConceptProperty_59","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","a8fe5e82-2e17-416f-9285-55973d9bc7bb","","BiomedicalConceptProperty_60","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","41b9870e-6208-4dd3-8561-b50cd03ba28b","float","BiomedicalConceptProperty_61","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","b86e490e-2c72-4837-b355-29cddec29e17","","BiomedicalConceptProperty_62","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","05798265-1c20-4578-9cea-db6e8c8bbb2d","","BiomedicalConceptProperty_63","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","6f953d44-2859-420c-97c4-830685f6c725","","BiomedicalConceptProperty_64","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","110bcd10-f636-47cd-9dc1-3233c4330ea8","","BiomedicalConceptProperty_65","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","1e6a9679-75df-485e-89fe-4c9709129adb","float","BiomedicalConceptProperty_66","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","aa9d9ece-13dd-4d56-82ca-abc9d41b3e8b","","BiomedicalConceptProperty_67","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","73d42000-be40-4fd3-9804-1368d304d262","","BiomedicalConceptProperty_68","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","cd771e68-46f8-4621-aa19-86b98140b19d","","BiomedicalConceptProperty_69","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","34042744-8973-4149-83f5-668936908d1f","","BiomedicalConceptProperty_70","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","20874766-f05a-4bfe-aa98-5ef96b4d3562","float","BiomedicalConceptProperty_71","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","aba2e528-4208-454d-b19b-e37fc5a2dd13","","BiomedicalConceptProperty_72","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","1000e0d9-b9a4-4fa2-856f-d4e5b8b38611","","BiomedicalConceptProperty_73","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","a5d857ff-6287-485c-82a7-efbedd8856a4","","BiomedicalConceptProperty_74","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","9d570cfd-9275-4a80-8e5d-8b28296903a4","","BiomedicalConceptProperty_75","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","6109db65-0cc4-400e-ad73-bafabcf27cba","float","BiomedicalConceptProperty_76","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","6a8029ee-0b4c-4010-a192-0b9a7bbc2064","","BiomedicalConceptProperty_77","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","09ac3d6a-ed03-47ce-9224-bdbf9bf9587e","","BiomedicalConceptProperty_78","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","069935f0-e985-4596-80fa-b165dde30c4d","","BiomedicalConceptProperty_79","LBFAST","True","True","BiomedicalConceptProperty"
"VSTESTCD","16f0f78c-bc05-4c56-bc0c-32629f4eb786","","BiomedicalConceptProperty_80","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","c758e130-e0e1-404e-a890-680e16cbb3a5","integer","BiomedicalConceptProperty_81","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","c39d5ea2-3e3e-4279-add2-9c40ea37e92e","","BiomedicalConceptProperty_82","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","bf23d250-f1d3-4daa-8a92-0a125507a66e","","BiomedicalConceptProperty_83","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","cf1b96c8-d7a8-4d2e-8ad1-64ba32fe3888","","BiomedicalConceptProperty_84","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","6e5419fc-90bf-4f06-9b40-563ecf3a30c4","","BiomedicalConceptProperty_85","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","c7047a1a-c725-4234-9373-920cd9cf6314","","BiomedicalConceptProperty_86","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","02286309-6b97-44fe-96d7-f4754f1d14ac","integer","BiomedicalConceptProperty_87","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","06bd2c25-f31a-492e-aab3-828c7c082461","","BiomedicalConceptProperty_88","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","53dc685d-c049-453a-8bda-c3b57fb65d5f","","BiomedicalConceptProperty_89","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","e279b5ba-fbb5-4648-8d9c-10abb04c0fa6","","BiomedicalConceptProperty_90","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","a3fe5d9a-fe0e-462a-9b4b-51b7432a1588","","BiomedicalConceptProperty_91","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","fda2c9c2-a173-4b2f-afa8-63a969c95e2b","","BiomedicalConceptProperty_92","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","9105973c-0a31-42ff-99a0-670358eaba48","integer","BiomedicalConceptProperty_93","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","8ff30ba7-e2b8-4ebc-9906-c881c086b85a","","BiomedicalConceptProperty_94","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","ec100a38-7dac-4a25-9db8-c4cd29e8237a","","BiomedicalConceptProperty_95","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","a69426b0-f975-4599-9f66-831a2d298349","","BiomedicalConceptProperty_96","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","084eef11-f9b4-4e74-840c-e05af7bddb3a","","BiomedicalConceptProperty_97","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","26ca713c-ad14-48ce-a7f6-ad0a182306bc","","BiomedicalConceptProperty_98","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","29d5b542-3f27-4e44-9f73-1e999502178c","integer","BiomedicalConceptProperty_99","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","5c5ab441-bf20-4a32-8efa-958c2be889b5","","BiomedicalConceptProperty_100","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","4e16b74d-fd34-4955-b713-9ca92f9153fb","","BiomedicalConceptProperty_101","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","9b8102bd-5dde-4d89-9c95-68483fd56d31","","BiomedicalConceptProperty_102","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","025f1eeb-5169-4f76-a5b3-927285f51b79","","BiomedicalConceptProperty_103","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","446ed038-300c-4a4e-b8a9-11e2597b2e40","","BiomedicalConceptProperty_104","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","0a988389-2eb3-4f3f-b230-7ba9138523a9","integer","BiomedicalConceptProperty_105","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","8a332b9a-b95e-4165-bc7b-788b01cc6dc6","","BiomedicalConceptProperty_106","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","e5df4f79-c14c-4457-8bc9-94646f3976a9","","BiomedicalConceptProperty_107","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","2dc1a8b0-715a-4d49-a278-68835d544725","","BiomedicalConceptProperty_108","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","05d247f5-2922-4f37-9052-62e3c4d60de7","","BiomedicalConceptProperty_109","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","e04590cf-3b4b-4d65-b19e-f3d63598a234","","BiomedicalConceptProperty_110","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","7ded536f-f14f-47b0-997d-9ed4f1df234e","integer","BiomedicalConceptProperty_111","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","f37e54ed-752e-4bff-8754-b1dcea1bd412","","BiomedicalConceptProperty_112","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","e90634c4-a5ad-4c2e-8ce2-c41fdee68a79","","BiomedicalConceptProperty_113","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","c39b3504-68b5-4ca6-8933-9b778619cb7b","","BiomedicalConceptProperty_114","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","221587a9-afac-492c-9893-20ef7cef31cd","","BiomedicalConceptProperty_115","VSLAT","True","True","BiomedicalConceptProperty"
